Name,Division,Group,Department,Program Name,Course Name,Duration(in hrs),Completed,Enrollment Time,Completion Time,Learning Hours Spent,Course Grade,Skills Learned
Person_735,Iron Making,Agglomerates,Pellet Plant,School of Visualization ONE IT,Visual Analytics with Tableau,8.1,,,,,,Map; Analytics; Tableau Software; Data Visualization; Software
Person_735,Iron Making,Agglomerates,Pellet Plant,School of Visualization ONE IT,Data Visualization with Tableau Project,6.3,,,,,,Tableau Software; Data Analysis; Data Visualization; Software; Analysis
Person_735,Iron Making,Agglomerates,Pellet Plant,School of Visualization ONE IT,Creating Dashboards and Storytelling with Tableau,13.4,,,,,,Storytelling; Tableau Software; Data Visualization; Software
Person_736,Iron Making,Blast Furnaces,Office of Chief Blast Furnaces,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_736,Iron Making,Blast Furnaces,Office of Chief Blast Furnaces,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_736,Iron Making,Blast Furnaces,Office of Chief Blast Furnaces,Six Sigma Green Belt Learning Program,Six Sigma and the Organization (Advanced),9.5,,,,,,Trigonometric Integral; Process Improvement; Lean Six Sigma; Six Sigma; Project Management; Process; Leadership and Management; Project
Person_736,Iron Making,Blast Furnaces,Office of Chief Blast Furnaces,Six Sigma Green Belt Learning Program,Six Sigma Advanced Define and Measure Phases,8.9,,,,,,Process; Statistical Analysis; Probability; Trigonometric Integral; Six Sigma; Analysis; Regression; General Statistics
Person_736,Iron Making,Blast Furnaces,Office of Chief Blast Furnaces,Six Sigma Green Belt Learning Program,Six Sigma Advanced Analyze Phase,3.7,,,,,,Statistical Hypothesis Testing; Experiment; Trigonometric Integral; Hypothesis; Experimental Design; Hypothesis Testing; Six Sigma; General Statistics; Analysis
Person_736,Iron Making,Blast Furnaces,Office of Chief Blast Furnaces,Six Sigma Green Belt Learning Program,Six Sigma Advanced Improve and Control Phases,4.6,,,,,,Trigonometric Integral; Lean Six Sigma; Six Sigma; General Statistics; Process; Analysis
Person_737,TQM and E&P,Planning & Budgeting,Project Planning,Strategic Business Mgmt Learning Program,Strategic management: Be competitive,6.4,No,2023-02-07T08:44:53.000Z,,0.66,0,Strategic Management; Leadership and Management
Person_737,TQM and E&P,Planning & Budgeting,Project Planning,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,No,2023-02-17T12:32:15.000Z,,0,0,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_737,TQM and E&P,Planning & Budgeting,Project Planning,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,No,2023-02-08T10:57:49.000Z,,0.34,0,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_738,One IT,#,Automation,AWS Cloud  Learn Program ONE IT,AWS Cloud Technical Essentials,9.5,,,,,,Web Service; Amazon Web Services; Databases; Cloud Storage; Cloud Computing; Web
Person_738,One IT,#,Automation,Design Thinking Learning Program,Design Thinking for Innovation,5.5,,,,,,Design Thinking; Innovation; Leadership and Management
Person_739,TQM and E&P,Design & Engineering,"Engg – Instrument., Control & Automation",Project Mgmt Learning Program-Generic,Budgeting and Scheduling Projects,3.6,Yes,2023-02-20T10:46:59.000Z,2023-03-06T08:50:50.000Z,4.6,86.8,Schedule; Estimation; Budget; Project Management; Project; Planning; Cost; Leadership and Management
Person_739,TQM and E&P,Design & Engineering,"Engg – Instrument., Control & Automation",Project Mgmt Learning Program-Generic,Managing Project Risks and Changes,3,Yes,2023-03-06T08:58:33.000Z,2023-03-08T06:44:07.000Z,4.35,92.4,Risk; Change Management; Risk Management; Project Management; Communication; Project; Planning; Leadership and Management
Person_739,TQM and E&P,Design & Engineering,"Engg – Instrument., Control & Automation",Project Mgmt Learning Program-Generic,Project Management Project,4.3,Yes,2023-03-08T07:16:14.000Z,2023-03-20T15:06:45.000Z,5.02,100,Schedule; Risk; Project Plan; Budget; Risk Management; Project Management; Planning; Project; Leadership and Management
Person_739,TQM and E&P,Design & Engineering,"Engg – Instrument., Control & Automation",Project Mgmt Learning Program-Generic,Initiating and Planning Projects,4.8,Yes,2023-02-10T10:42:16.000Z,2023-02-13T08:17:36.000Z,5.06,94,Project; Planning; Project Management; Project Plan; Project Planning; Leadership and Management
Person_739,TQM and E&P,Design & Engineering,"Engg – Instrument., Control & Automation",School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,Yes,2023-03-02T06:55:02.000Z,2023-03-24T11:20:38.000Z,6.04,89.67,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_739,TQM and E&P,Design & Engineering,"Engg – Instrument., Control & Automation",School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,Yes,2023-02-13T08:24:31.000Z,2023-02-15T07:32:43.000Z,3.29,85,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_740,HRM,HRM Business Partner (HRBP),HRBP - Steel TSK,HR Analytics Learning Program,Human Resources Analytics,3.1,No,2023-04-24T06:06:53.000Z,,0.16,0,Analytics; Human Resources; Resource; Data Analysis; Analysis; Leadership and Management
Person_740,HRM,HRM Business Partner (HRBP),HRBP - Steel TSK,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_740,HRM,HRM Business Partner (HRBP),HRBP - Steel TSK,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_741,TQM and E&P,Design & Engineering,Technical Services,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,Yes,2023-02-24T09:39:38.000Z,2023-03-04T15:33:38.000Z,5.87,82.5,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_741,TQM and E&P,Design & Engineering,Technical Services,Project Management Learning Program -E&P,Construction Project Management,18.8,No,2023-03-04T16:52:02.000Z,,0,0,Schedule; Risk; Project Plan; Project Planning; Planning; Project Management; Project; Leadership and Management
Person_741,TQM and E&P,Design & Engineering,Technical Services,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_742,TQM and E&P,Design & Engineering,Process Engg. Blast Furnace,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_742,TQM and E&P,Design & Engineering,Process Engg. Blast Furnace,Project Management Learning Program -E&P,Construction Project Management,18.8,No,2023-02-08T02:12:07.000Z,,5.6,0,Schedule; Risk; Project Plan; Project Planning; Planning; Project Management; Project; Leadership and Management
Person_742,TQM and E&P,Design & Engineering,Process Engg. Blast Furnace,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,No,2023-02-13T11:05:43.000Z,,1.83,75,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_743,CEO & MD,#,Vigilance,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_743,CEO & MD,#,Vigilance,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_744, Steel Manufacturing,Manufacturing Flat Products,LD3 & TSCR,School of Visualization ONE IT,Fundamentals of Visualization with Tableau,8.1,No,2023-05-07T17:03:27.000Z,,2.2,50.85,Tableau Software; Data Visualization; Software
Person_744, Steel Manufacturing,Manufacturing Flat Products,LD3 & TSCR,School of Visualization ONE IT,Essential Design Principles for Tableau,11,No,2023-05-24T13:24:22.000Z,,1.88,41.19,Principle; Tableau Software; Data Visualization; Software
Person_744, Steel Manufacturing,Manufacturing Flat Products,LD3 & TSCR,School of Visualization ONE IT,Visual Analytics with Tableau,8.1,,,,,,Map; Analytics; Tableau Software; Data Visualization; Software
Person_744, Steel Manufacturing,Manufacturing Flat Products,LD3 & TSCR,School of Visualization ONE IT,Creating Dashboards and Storytelling with Tableau,13.4,,,,,,Storytelling; Tableau Software; Data Visualization; Software
Person_744, Steel Manufacturing,Manufacturing Flat Products,LD3 & TSCR,School of Visualization ONE IT,Data Visualization with Tableau Project,6.3,,,,,,Tableau Software; Data Analysis; Data Visualization; Software; Analysis
Person_745,Tech&NMB,#,Scientific Services,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,No,2023-03-24T06:19:36.000Z,,1.17,0,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_745,Tech&NMB,#,Scientific Services,Entrepreneurial Finance Learning Program,Building the Business Model for Corporate Entrepreneurs,7.4,,,,,,Entrepreneurship; Customer Analysis; Business Model Canvas; Corporate Bond; Analysis; Marketing; Modeling; Accounting; Communication
Person_745,Tech&NMB,#,Scientific Services,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_746,Tech&NMB,#,Scientific Services,Human Resources  Learning Program,Preparing to Manage Human Resources,11.3,,,,,,Resource Management; Human Resources; Resource; Strategy; Leadership and Management; Leadership
Person_746,Tech&NMB,#,Scientific Services,Human Resources  Learning Program,Recruiting Hiring and Onboarding Employees,10.7,,,,,,Human Resources; Resource; Recruitment; Leadership and Management; Employment
Person_746,Tech&NMB,#,Scientific Services,Human Resources  Learning Program,Managing Employee Compensation,7.6,,,,,,Compensation; Human Resources; Resource; Benefits; Strategy; Employment; Leadership and Management
Person_746,Tech&NMB,#,Scientific Services,Human Resources  Learning Program,Managing Employee Performance,7.6,,,,,,Performance Management; Human Resources; Organizational Culture; Performance; Leadership; Leadership and Management; Employment; Culture
Person_746,Tech&NMB,#,Scientific Services,AI Engineering Learning Program ONE IT,Building Deep Learning Models with TensorFlow,4.9,,,,,,Recurrent Neural Network; Deep Learning; Convolutional Neural Network; Artificial Neural Networks; Human Learning; Tensorflow; Autoencoder
Person_746,Tech&NMB,#,Scientific Services,AI Engineering Learning Program ONE IT,Deep Neural Networks with PyTorch,14,,,,,,Convolutional Neural Network; PyTorch; Human Learning; Artificial Neural Networks; Deep Learning
Person_746,Tech&NMB,#,Scientific Services,AI Engineering Learning Program ONE IT,Introduction to Deep Learning & Neural Networks with Keras,5.8,,,,,,Convolutional Neural Network; Artificial Neural Networks; Deep Learning; Keras
Person_746,Tech&NMB,#,Scientific Services,AI Engineering Learning Program ONE IT,Scalable Machine Learning on Big Data using Apache Spark,7.8,,,,,,Apache; Apache Spark; Human Learning; Big Data; Machine Learning
Person_746,Tech&NMB,#,Scientific Services,AI Engineering Learning Program ONE IT,Machine Learning with Python,12.3,,,,,,Computer Programming; Algorithms; Analysis; Data Clustering Algorithms; Regression; Human Learning; Python Programming; Statistical Classification; Decision Tree; Machine Learning
Person_746,Tech&NMB,#,Scientific Services,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,Yes,2023-03-07T11:55:54.000Z,2023-03-14T11:36:12.000Z,5.53,84.55,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_746,Tech&NMB,#,Scientific Services,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,Yes,2023-03-06T12:44:25.000Z,2023-03-07T11:37:57.000Z,4.37,85,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_746,Tech&NMB,#,Scientific Services,Human Resources  Learning Program,Human Resources Management Capstone: HR for People Managers,6.6,,,,,,Compensation; Performance; Resource Management; Performance Management; Recruitment; Human Resources; Resource; Leadership and Management
Person_746,Tech&NMB,#,Scientific Services,AI Engineering Learning Program ONE IT,AI Capstone Project with Deep Learning,5.1,,,,,,PyTorch; Artificial Neural Networks; Deep Learning; Keras; Human Learning
Person_747,Iron Making,Blast Furnaces,Office of Chief Blast Furnaces,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_747,Iron Making,Blast Furnaces,Office of Chief Blast Furnaces,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_747,Iron Making,Blast Furnaces,Office of Chief Blast Furnaces,Design Thinking Learning Program,Design Thinking for Innovation,5.5,No,2023-03-16T07:25:51.000Z,,0.22,0,Design Thinking; Innovation; Leadership and Management
Person_748,TQM and E&P,Design & Engineering,Process Engg. Flat Product,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,Yes,2023-03-18T12:10:08.000Z,2023-03-21T21:34:13.000Z,6.09,94.38,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_748,TQM and E&P,Design & Engineering,Process Engg. Flat Product,Agile Management-Engineering & Projects,Major Engineering Project Performance,9.1,Yes,2023-02-08T03:44:55.000Z,2023-03-17T17:49:25.000Z,12.2,92.5,Project Management; Performance; Project; Leadership and Management
Person_748,TQM and E&P,Design & Engineering,Process Engg. Flat Product,Agile Management-Engineering & Projects,Financing and Initiating Major Engineering Projects,6.5,,,,,,Presentation; Risk; Project Plan; Project Planning; Project Management; Finance; Planning; Project; Leadership; Leadership and Management
Person_748,TQM and E&P,Design & Engineering,Process Engg. Flat Product,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,Yes,2023-03-17T04:32:59.000Z,2023-03-18T11:51:45.000Z,4.32,100,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_748,TQM and E&P,Design & Engineering,Process Engg. Flat Product,Agile Management-Engineering & Projects,Major Engineering Projects: Governance Risk and Scope,8.4,No,2023-05-19T19:04:09.000Z,,0,0,Project; Leadership and Management; Risk Management; Risk; Project Management
Person_749,M&S(LP),Chief Commercial Officer (Long Product),"LP-M&S (TISCON Retail),",School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_749,M&S(LP),Chief Commercial Officer (Long Product),"LP-M&S (TISCON Retail),",Brand Management Learning Program,Brand and Product Management,9,,,,,,Product Lifecycle; Architecture; Brand Management; Awareness; Product Strategy; Product Management; Marketing; Brand; Strategy; Leadership and Management
Person_749,M&S(LP),Chief Commercial Officer (Long Product),"LP-M&S (TISCON Retail),",School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_750,HRM,#,Learning & Development,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,No,2023-03-20T07:59:34.000Z,,1,22.5,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_750,HRM,#,Learning & Development,Instructional Design Learning Program,Online teaching: Using Zoom to connect with learners,4.6,,,,,,Not Calibrated
Person_750,HRM,#,Learning & Development,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_750,HRM,#,Learning & Development,Instructional Design Learning Program,Create video audio and infographics for online learning,5.2,,,,,,Not Calibrated
Person_750,HRM,#,Learning & Development,Instructional Design Learning Program,Online education: The foundations of online teaching,6,,,,,,Teaching
Person_750,HRM,#,Learning & Development,Instructional Design Learning Program,Instructional Design Foundations and Applications,16.2,No,2023-04-03T06:10:21.000Z,,4.86,34.8,Instructional Design; Analysis
Person_751,Iron Making,Coke Plants,Hooghly Met Coke,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,Yes,2023-03-17T08:44:28.000Z,2023-03-22T17:08:48.000Z,6.33,87.5,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_751,Iron Making,Coke Plants,Hooghly Met Coke,Six Sigma Yellow Belt Learning Program,Six Sigma Tools for Improve and Control,4,,,,,,Trigonometric Integral; Process Improvement; Hypothesis; Lean Six Sigma; Hypothesis Testing; Six Sigma; Process; Analysis; Leadership and Management; Project
Person_751,Iron Making,Coke Plants,Hooghly Met Coke,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,Yes,2023-03-26T06:39:47.000Z,2023-04-03T15:06:57.000Z,9.48,78.88,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_751,Iron Making,Coke Plants,Hooghly Met Coke,Six Sigma Yellow Belt Learning Program,Six Sigma Tools for Analyze,3.9,,,,,,Process; General Statistics; Probability; Analysis; Studentized Residual; Trigonometric Integral; Data Analysis; Six Sigma
Person_751,Iron Making,Coke Plants,Hooghly Met Coke,Six Sigma Yellow Belt Learning Program,Six Sigma Tools for Define and Measure,4.1,,,,,,Trigonometric Integral; Basic Descriptive Statistics; Six Sigma; Project Management; Data Analysis; Measurement; General Statistics; Project; Leadership and Management; Analysis
Person_751,Iron Making,Coke Plants,Hooghly Met Coke,Six Sigma Yellow Belt Learning Program,Six Sigma Principles,7.5,,,,,,Process; Trigonometric Integral; Lean Six Sigma; Six Sigma; Leadership and Management
Person_752,TSM,Angul Operation - IM,Sinter Plants,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_752,TSM,Angul Operation - IM,Sinter Plants,Excel for Business Learning Program,Excel Skills for Business: Essentials,16.1,,,,,,Chart; Sorting; Microsoft Excel
Person_752,TSM,Angul Operation - IM,Sinter Plants,Excel for Business Learning Program,Excel Skills for Business: Intermediate I,17.4,,,,,,Analysis; Chart; Pivot Table; Microsoft Excel
Person_752,TSM,Angul Operation - IM,Sinter Plants,Excel for Business Learning Program,Excel Skills for Business: Intermediate II,17.1,,,,,,Data Validation; Data Model; Microsoft Excel; Modeling
Person_752,TSM,Angul Operation - IM,Sinter Plants,Excel for Business Learning Program,Excel Skills for Business: Advanced,13.6,,,,,,Microsoft Excel; Finance
Person_752,TSM,Angul Operation - IM,Sinter Plants,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_753,One IT,#,IT Infrastructure,IBM Cyber Security Analyst ONE IT,IBM Cybersecurity Analyst Assessment,3,,,,,,Threat; Network Security; Security; Information Security
Person_753,One IT,#,IT Infrastructure,IBM Cyber Security Analyst ONE IT,Penetration Testing Incident Response and Forensics,7.2,,,,,,Computer Programming; Security; Language; Python Programming; Computer Security Incident Management; Leadership and Management
Person_753,One IT,#,IT Infrastructure,IBM Cyber Security Analyst ONE IT,Network Security & Database Vulnerabilities,8.2,,,,,,Network Security; Databases; SQL; Security
Person_753,One IT,#,IT Infrastructure,IBM Cyber Security Analyst ONE IT,Cyber Threat Intelligence,8.4,,,,,,Threat; Security; Leadership and Management
Person_753,One IT,#,IT Infrastructure,Design Thinking Learning Program,Design Thinking for Innovation,5.5,,,,,,Design Thinking; Innovation; Leadership and Management
Person_753,One IT,#,IT Infrastructure,IBM Cyber Security Analyst ONE IT,Introduction to Cybersecurity Tools & Cyber Attacks,11.5,,,,,,Cyberattacks; Cryptography; Security; Leadership and Management
Person_753,One IT,#,IT Infrastructure,IBM Cyber Security Analyst ONE IT,Cybersecurity Roles Processes & Operating System Security,6,,,,,,Operating Systems; Cloud Computing Security; System Security; Process; Virtual Machine; Security; Cloud Computing
Person_753,One IT,#,IT Infrastructure,IBM Cyber Security Analyst ONE IT,Cybersecurity Compliance Framework & System Administration,7.3,,,,,,Hashing; Security; Cryptography; Encryption
Person_753,One IT,#,IT Infrastructure,IBM Cyber Security Analyst ONE IT,Cybersecurity Capstone:  Breach Response Case Studies,5.4,,,,,,Security; Cyberattacks; Computer Security Incident Management; Leadership and Management
Person_754,Raw Materials,FAM,EEI Maintenance FAP Joda,Business Communication Learning Program,Business Writing,9.2,,,,,,Grammar; Writing; Business Writing; Communication
Person_754,Raw Materials,FAM,EEI Maintenance FAP Joda,Business Communication Learning Program,Graphic Design,4.7,,,,,,Typography; Graphic Design; Computer Graphics
Person_754,Raw Materials,FAM,EEI Maintenance FAP Joda,Business Communication Learning Program,Successful Presentation,4.5,,,,,,Presentation; Speech; Public Speaking; Communication
Person_754,Raw Materials,FAM,EEI Maintenance FAP Joda,Business Communication Learning Program,Effective Communication Capstone Project,4.4,,,,,,Grammar; Presentation; Business Writing; Speech; Public Speaking; Graphic Design; Computer Graphics; Writing; Communication; Project
Person_754,Raw Materials,FAM,EEI Maintenance FAP Joda,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_754,Raw Materials,FAM,EEI Maintenance FAP Joda,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,No,2023-02-15T05:31:41.000Z,,5.39,47.5,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_755,TQM and E&P,Planning & Budgeting,Budgeting & Materials Management,School of Blockchain,Introduction to Blockchain Technologies,10.9,No,2023-05-02T09:44:07.000Z,,0.28,0,Bitcoin; Cryptocurrency; BlockChain
Person_755,TQM and E&P,Planning & Budgeting,Budgeting & Materials Management,School of Blockchain,Transacting on the Blockchain,5.9,No,2023-05-02T12:45:28.000Z,,0,0,Cryptocurrency; BlockChain; Smart Contract; Finance
Person_755,TQM and E&P,Planning & Budgeting,Budgeting & Materials Management,School of Blockchain,Blockchain and Business,8.5,No,2023-05-02T12:45:48.000Z,,0,0,BlockChain
Person_755,TQM and E&P,Planning & Budgeting,Budgeting & Materials Management,School of Blockchain,Blockchain Opportunity Analysis,5.8,No,2023-05-02T12:46:21.000Z,,0,0,BlockChain; Analysis; Modeling; Leadership and Management
Person_756,Raw Materials,West Bokaro,Capacity Enhancement Project,Project Mgmt Learning Program-Generic,Initiating and Planning Projects,4.8,,,,,,Project; Planning; Project Management; Project Plan; Project Planning; Leadership and Management
Person_756,Raw Materials,West Bokaro,Capacity Enhancement Project,Project Mgmt Learning Program-Generic,Budgeting and Scheduling Projects,3.6,,,,,,Schedule; Estimation; Budget; Project Management; Project; Planning; Cost; Leadership and Management
Person_756,Raw Materials,West Bokaro,Capacity Enhancement Project,Project Mgmt Learning Program-Generic,Managing Project Risks and Changes,3,,,,,,Risk; Change Management; Risk Management; Project Management; Communication; Project; Planning; Leadership and Management
Person_756,Raw Materials,West Bokaro,Capacity Enhancement Project,Project Mgmt Learning Program-Generic,Project Management Project,4.3,,,,,,Schedule; Risk; Project Plan; Budget; Risk Management; Project Management; Planning; Project; Leadership and Management
Person_756,Raw Materials,West Bokaro,Capacity Enhancement Project,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_756,Raw Materials,West Bokaro,Capacity Enhancement Project,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_757,One IT,#,IT Infrastructure,School of Blockchain,Introduction to Blockchain Technologies,10.9,No,2023-05-04T09:36:43.000Z,,1.62,0,Bitcoin; Cryptocurrency; BlockChain
Person_757,One IT,#,IT Infrastructure,School of Blockchain,Blockchain and Business,8.5,,,,,,BlockChain
Person_757,One IT,#,IT Infrastructure,School of Blockchain,Blockchain Opportunity Analysis,5.8,,,,,,BlockChain; Analysis; Modeling; Leadership and Management
Person_757,One IT,#,IT Infrastructure,School of Blockchain,Transacting on the Blockchain,5.9,,,,,,Cryptocurrency; BlockChain; Smart Contract; Finance
Person_758,M&S(LP),Chief Commercial Officer (Long Product),"LP-M&S (TMT Projects & Solutions),",School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_758,M&S(LP),Chief Commercial Officer (Long Product),"LP-M&S (TMT Projects & Solutions),",School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_758,M&S(LP),Chief Commercial Officer (Long Product),"LP-M&S (TMT Projects & Solutions),",People Development Learning Program,High Performance Collaboration: Leadership Teamwork and Negotiation,10.8,,,,,,Team Building; Negotiation; Team Management; Collaboration; Leadership; Leadership Development; Leadership and Management
Person_759,TQM and E&P,Projects & Construction TSK,Raw Material Handling System,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_759,TQM and E&P,Projects & Construction TSK,Raw Material Handling System,Project Management Learning Program -E&P,Construction Project Management,18.8,No,2023-02-11T10:53:04.000Z,,1.72,0,Schedule; Risk; Project Plan; Project Planning; Planning; Project Management; Project; Leadership and Management
Person_759,TQM and E&P,Projects & Construction TSK,Raw Material Handling System,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_760,VP - GSP,Procurement,Delivery Management,Supply Chain Basics Learning Program,Supply Chain Principles,12.2,,,,,,Supply Chain; Warehouse Management; Chaining; Procurement; Process; Planning; Leadership and Management
Person_760,VP - GSP,Procurement,Delivery Management,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_760,VP - GSP,Procurement,Delivery Management,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_761,M&S(LP),Chief Commercial Officer (Long Product),"LP-M&S (TMT Projects & Solutions),",School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,No,2023-04-29T17:30:17.000Z,,0.03,0,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
